Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL
EryoTat		TOM_TAILOR	62019790910	69,9500	JeansGurtelBradrelaxed	36/34	darkindigowithtint	156_EryoTat	http://www.tom-tailor.de/index.php?go=produkt/3/13/100/62019790910/1198
EryoTat		CECIL	203521	49,9900	HeavyUsedDenimArizona	28/32	Middle Blue	157_EryoTat	http://www.cecil.de/Women/Denim-Jeans/Heavy-Used-Denim-Arizona-Middle-Blue.html#WyJodHRwOlwvXC93d3cuY2VjaWwuZGVcL1dvbWVuXC9EZW5pbS1KZWFuc1wvI3JlZlJvdzIiLCIiXQ==
EryoTat		CECIL	246511	22,9900	FarbigerLedergurtel	90	dunebrown	158_EryoTat	http://www.cecil.de/Women/Accessoires/Guertel/Farbiger-Lederguertel-dune-brown.html#WyJodHRwOlwvXC93d3cuY2VjaWwuZGVcL1dvbWVuXC9BY2Nlc3NvaXJlc1wvR3VlcnRlbFwvI3JlZlJvdzIiLCIiXQ==
