Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL	Discount
MuzTom		ZARA	8432304017	9,9900	Studdedbowlingbag	M	Jeans	1284_MuzTom		1,0000
MuzTom		MANGO	3607685	7,5000	Ohrklemmemitkristallen		Lila-t C 	1285_MuzTom		1,0000
