Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL	Discount
NitZhom		AMAZON	B0017PX5CC	30,5500	SODASANComfortsensitivWaschpulver5Kg	5 kg		968_NitZhom		1,0000
NitZhom		CA	138547.1	9,0000	Baby-Sweatshirt	92	      rot	969_NitZhom		1,0000
NitZhom		CA	143200.1	7,0000	Baby-Jogginghose	92	dunkelblau	970_NitZhom		1,0000
NitZhom		CA	139615.1	9,0000	Baby-Jogginghose	92	blau	971_NitZhom		1,0000
NitZhom		CA	135574.1	9,0000	Baby-Bodies	92	weiss	972_NitZhom		1,0000
NitZhom		CA	149625.2	7,0000	KurzesShirt	s	dunkelgrau	973_NitZhom		1,0000
NitZhom		CA	130405.2	7,0000	Basic-Longsleeve	s	weiss	974_NitZhom		1,0000
NitZhom		CA	130405.4	7,0000	Basic-Longsleeve	s	hellbraun	975_NitZhom		1,0000
NitZhom		CA	148529.1	19,0000	Longcardigan	s	hellbraun	976_NitZhom		1,0000
NitZhom		CA	128167.1	12,0000	Feinstrickjacke	m	dunkelblau	977_NitZhom		1,0000
NitZhom		CA	138646.1	19,0000	Hose	36	blau / weiss	978_NitZhom		1,0000
NitZhom		ERWIN MUELLER	099144020	109,9500	BadeniaSchurwoll-Matratzen-Spannauflage	200x200		979_NitZhom		1,0000
NitZhom		JAKO	753398	49,9500	Baby-OverallPolartec	92/98	erbsengrun	981_NitZhom		1,0000
NitZhom		BABY-WALZ	0644030767	24,9900	EICHHORNSpielcenter	36,5 cm		982_NitZhom		1,0000
NitZhom		BABY-WALZ	5606780767	19,9900	BORNINOBASICSBodylangarm5er-Pack	98/104	wei?	983_NitZhom		1,0000
NitZhom		BABY-WALZ	0277423767	19,9900	BORNINOBASICSBodykurzarmim7er-Pack	98/104	wei?	984_NitZhom		1,0000
NitZhom		BABY-WALZ	0601667767	6,9900	Stehauf-Pyramide		bunt	985_NitZhom		1,0000
NitZhom		BABY-WALZ	0172125767	12,9800	BRIGHTSTARTSActivity-Ball	15 cm	brunt	986_NitZhom		1,0000
NitZhom		BABY-WALZ	5619572767	6,8900	MAMEsslernbesteck"Baby'sCutlery"		grun	987_NitZhom		1,0000
NitZhom		BABY-WALZ	5619904767	6,8900	MAMEsslernbesteck"DipperSet"		grun	988_NitZhom		1,0000
