Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL
OspAyzh		H&M	539678	7,9900	StrumpfhosemitBlockstreifen	m	farbe	201_OspAyzh	http://tablet.hm.com/de/product/39771?article=39771-B&variant=005
OspAyzh		H&M	489436	9,9900	GefutterteBoots	18/19 	GROSSE	202_OspAyzh	http://tablet.hm.com/de/product/10885?article=10885-E&variant=020
KozSve		AMAZON	PKR0005cz56	39,9000	ExklusiverSchwarzerKeramikringkratzfestKR0005cz	56	Schwarz	227_KozSve	http://www.amazon.de/Exklusiver-Schwarzer-Keramikring-kratzfest-KR0005cz/dp/B003XMA4VC/ref=cm_cr_pr_pb_i
EreGal		CA	1329601	12,0000	Outdoorstrickjacke	146/152	Grau	229_EreGal	http://www.c-and-a.com/de/de/shop/sale/maedchen-gr-92-176/maedchen-gr-122-176/jacken-maentel/alle-jacken-maentel/outdoorstrickjacke-132960-1.html
EreGal		CA	1289681	7,0000	Ballerinas	37	Braun	230_EreGal	http://www.c-and-a.com/de/de/shop/sale/maedchen-gr-92-176/maedchen-gr-122-176/schuhe/alle-schuhe/ballerinas-128968-1.html
EreGal		CA	1377931	15,0000	Steppjacke	146	dunkelbraun	234_EreGal	http://www.c-and-a.com/de/de/shop/sale/maedchen-gr-92-176/maedchen-gr-122-176/jacken-maentel/alle-jacken-maentel/steppjacke-137793.html
EreGal		H&M	521416	5,0000	Ballerinas	37	Turkis	235_EreGal	http://www.hm.com/de/product/24009?article=24009-B&variant=036#article=24009-B
