Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL	Discount
MukSau		H&M	446665	12,0000	SkinnyRegularjeans	25/30	Dunkelblau	823_MukSau		1,0000
MukSau		H&M	416955	30,0000	SchnurstiefelausLeder	37	Schwarz	824_MukSau		1,0000
