Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL	Discount
Tastenova		H&M	411563	30,0000	GefutterterParka	40	Cognacbraun	1341_Tastenova		1,0000
Tastenova		H&M	448777	15,0000	GeschnurteAnkleboots	37	Schwarz	1342_Tastenova		1,0000
