Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL
ShakDiyo		H&M	614759	12,9900	7er-PackSlips	98)104	Rosa/Minnie Maus	183_ShakDiyo	http://www.hm.com/de/product/25901?article=25901-G#article=25901-D
ShakDiyo		H&M	614269	7,9900	2er-PackTops	98)104	Hellrosa/Gemustert	184_ShakDiyo	http://www.hm.com/de/product/33583?article=33583-A
ShakDiyo		H&M	516214	7,9900	3er-PackStrumpfe	25)27	Rot/Minnie	185_ShakDiyo	http://www.hm.com/de/product/73023?article=73023-A#article=73023-A
ShakDiyo		H&M	529865	6,9900	3er-PackSlips	110)116	Hellrosa	186_ShakDiyo	http://www.hm.com/de/product/18204?article=18204-B#article=18204-B
ShakDiyo		H&M	540579	7,9900	2er-PackTops	98)104	Helllila/Gemustert	187_ShakDiyo	http://www.hm.com/de/product/04857?article=04857-M
ShakDiyo		H&M	589106	6,9900	2er-PackBaumwollhipster	170	Grau/Minnie Maus	193_ShakDiyo	http://www.hm.com/de/product/31472?article=31472-A#article=31472-A
