Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL	Discount
PetOks		BONPRIX	97743981	29,9900	Funktions-Outdoorjacke	36	limettengrun	861_PetOks		1,0000
PetOks		BONPRIX	92556995	9,9800	2er-PackRipp-Tanktop	34	aqua/weiss	862_PetOks		1,0000
