Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL	Discount
Indira_kam		KIK24	1781190095812	5,9900	T-Shirt+Rock-Madchen-Zebra,Ruschen-2-tlg.Set	104	Gro?e	1516_Indira_kam		1,0000
Indira_kam		KIK24	1559360095812	5,9900	Top+Leggings-Katze,Glitzer-2-tlg.Set	104		1517_Indira_kam		1,0000
Indira_kam		KIK24	119827009581	5,9900	T-Shirt+Leggings-Madchen-Katzchen,Herzen-2-tlg.Set	104		1518_Indira_kam		1,0000
Indira_kam		KIK24	119415001401	5,9900	Leggings-Madchen-2er-Pack	104		1521_Indira_kam		1,0000
Indira_kam		KIK24	293326008991	5,0000	Freizeitschuhe-Madchen-Blumen,Schleifen	27		1522_Indira_kam		1,0000
Indira_kam		KIK24	1627830094611	5,0000	Unterhose-Madchen-Hasen,Blumen-4er-Pack	104		1523_Indira_kam		1,0000
Indira_kam		KIK24	140072009581	5,9900	T-Shirt+kurzeHose-Jungen-Dino-2-tlg.Set	92		1524_Indira_kam		1,0000
Indira_kam		KIK24	116897008881	5,0000	116897008881	80		1525_Indira_kam		1,0000
Indira_kam		KIK24	2456250091211	5,0000	Cars-Puzzlebox-jeca.30x19cm,2x60Teile			1526_Indira_kam		1,0000
Indira_kam		KIK24	1109340087212	7,9900	Regenjacke-Jungen-wasserdicht,Signalfarbe	80/86		1527_Indira_kam		1,0000
Indira_kam		KIK24	179606009381	5,9900	Jacke-Stehkragen,Lederoptik	42		1528_Indira_kam		1,0000
Indira_kam		KIK24	151576008131	5,9900	Nachthemd-armellos,Spitze	XL		1529_Indira_kam		1,0000
Indira_kam		KIK24	168567008141	5,9900	Hausanzug-Kapuze	XL		1530_Indira_kam		1,0000
Indira_kam		H&M	445355	9,9900	Sneaker	18/19	Blau	1531_Indira_kam		1,0000
Indira_kam		KIK24	2132230089912	6,9900	Freizeitschuhe-Madchen-gepunktet,Flamingo	27		1532_Indira_kam		1,0000
