Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL
EreGal		OTTO	47968279	159,9900	Jacke	L	Schwarz	154_EreGal	https://www.otto.de/p/jack-wolfskin-iceguard-funktionsmantel-408782612/#variationId=408790833
EreGal		H&M	619612	9,9900	Sweathose	128	Grau	155_EreGal	http://www.hm.com/de/product/10414?article=10414-R&variant=128#article=10414-A
