Klient	PVU-Card Nr	Katalog	Art Nr	Cena	Nazwanie	Razmer	Zwet	Primechanie	URL	Discount
EreGal		ESPRIT	104CC1G059	59,9900	UltraleichterDaunemantelKapuze	M	damsonpurple	820_EreGal		1,0000
EreGal		ESPRIT	104CC1D017	24,9900	DenimRock	38	darkstone	821_EreGal		1,0000
