Category;SubCategory;ArticleNumber;ArticleName;ArticleDescription;Colour;ArticleURL;ImageURL;OldPrice;NewPrice;Quantity
Для женщин;Куртки и пальто;680289;Swaetblazer bedruc;Mit tollem Paisley-Druck allover. 2 angedeutete Paspeltaschen vorn. In sehr figurbetonender Passform. Elastische Sweatqualität mit Stretch-Anteil. Produkttyp: Sweatblazer. Passform: Figurbetont. Ärmelstil: Langarm. Stil: Casual. Optik: Uni. Verschlussart: Knöpfe einreihig. Taschen: Aufgesetzte Eingrifftaschen. Knopfart: Kunststoffknöpfe. Auslieferung: Liegend. Pflegehinweise: Maschinenwäsche. Qualitätshinweise: Hautfreundlich Schadstoffgeprüft. Material: Baumwolle. Cotton made in Africa: Mit dem Kauf unterstützen Sie den nachhaltigen Baumwollanbau. Fütterung/Innenfutter: Baumwolle. Materialzusammensetzung: Obermaterial: 96% Baumwolle, 4% Elasthan.;türkis druck;http://www.corso.de/products/680289~Swaetblazer-bedruc.html;http://www.corso.de/images/generated/media/e57553c4992fc28ca54ec23010b59dc7.jpg;86,79000;18,19000;1
Для женщин;Куртки и пальто;8503;Lederweste;Der Clou: Das Vorderteil ist komplett mit Leder-Pailletten besetzt! Mit Druckköpfen schließbar, außen mit stoffüberzogenen Knöpfen. Rücken mit Riegel und Metallschließe zum Verstellen der Weite. Länge ca. 50 cm. Obermaterial und Futter: 100% Polyester.;schwarz;http://www.corso.de/products/8503~Lederweste.html;http://www.corso.de/images/generated/media/402c1cbda5b6030b2d28fdf15d3491.jpg;142,66000;27,99000;1
Для женщин;Куртки и пальто;486196;trench coat;Inklusive Gürtel. Doppelreiher mit vielen Details: abnehmbare Kapuze und Kinnwindschutz, Pattentaschen, Riegel an Schultern und Armabschluss sowie Knöpfe mit Logoprägung. Gefütterte Qualität. Produkttyp: Trenchcoat. Passform: Figurbetont. Verschlussart: Knöpfe zweireihig. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 100% Baumwolle. Futter: 100% Polyester.;senfgelb;http://www.corso.de/products/486196~trench-coat.html;http://www.corso.de/images/generated/media/db76b46689f5b7a839def6705accab1d.jpg;142,79000;20,99000;1
Для женщин;Куртки и пальто;70218;Einknopfblazer;Fashion-Highlight in Trendfarbe! 2 Pattentaschen, 1 Brustleistentasche. Gehschlitz hinten. Voll gefüttert. Länge ca. 58 cm. Figurbetonte Form. 97% Baumwolle, 3% Elasthan. Futter aus 100% Polyester. Waschbar.;schwarz;http://www.corso.de/products/70218~Einknopfblazer.html;http://www.corso.de/images/generated/media/7b3ce760d02266779e8034db408d52f0.jpg;114,66000;16,51000;1
Для женщин;Куртки и пальто;898166;Outdoorjacke;Schöne Outdoorjacke von KangaROOS. Mit neonfarbenem Innenfutter. Kapuze, viele praktische Taschen und Tunnelzug in Taillenhöhe zur Weitenregulierung. Aus hochwertiger, reiner Baumwolle. Produkttyp: Parka. Passform: Figurbetont. Kragen: Kapuze. Bündchen: Kordelzug. Ärmelstil: Langarm. Stil: Casual. Optik: Uni. Verschlussart: Reißverschluss und Knopfleiste. Taschen: Außentaschen mit Knopf. Auslieferung: Liegend. Pflegehinweise: Maschinenwäsche. Material: Web. Fütterung/Innenfutter: Polyester. Gesamtlänge: 90. Materialzusammensetzung: Obermaterial: 100% Baumwolle. Futter: 100% Polyester. Wattierung: 100% Polyester.;anthra;http://www.corso.de/products/898166%7C12802K00~Outdoorjacke.html;http://www.corso.de/images/generated/media/5be6bba0bd1f4eb51c9fdd8dcf33506f.jpg;263,19000;44,09000;1
Для женщин;Куртки и пальто;148958;Einknopfblazer;Fashion-Highlight in Trendfarbe! 2 Pattentaschen, 1 Brustleistentasche. Gehschlitz hinten. Voll gefüttert. Länge ca. 58 cm. Figurbetonte Form. 97% Baumwolle, 3% Elasthan. Futter aus 100% Polyester. Waschbar.;pink;http://www.corso.de/products/148958%7C12902K01~Einknopfblazer.html;http://www.corso.de/images/generated/media/54216352bcb7b51cf8d72072a48fa789.jpg;114,66000;18,19000;1
Для женщин;Куртки и пальто;193613;Jacket;Im Karo-Design. Tailliert geschnittener 3-Knopf-Style mit figurbetonenden Teilungsnähten vorn und hinten. Gesteppte Ellbogen-Patches aus Kunstwildleder. 2 Pattentaschen vorn. Goldfarbene Knöpfe vorn und an den Taschen. Weicher Materialmix, gefüttert. Produkttyp: Kurzjacke. Passform: Sehr figurbetont. Verschlussart: Knöpfe einreihig. Pflegehinweise: Nur Reinigung. Materialzusammensetzung: Obermaterial: 50% Polyester, 30% Wolle, 20% Viskose. Futter: 100% Polyester.;braunkariert;http://www.corso.de/products/193613~Jacket.html;http://www.corso.de/images/generated/media/9be1b1dedddb4bf4de8a4632479aed.jpg;116,19000;19,59000;1
Для женщин;Куртки и пальто;199429;Outdoorjacke;Schöne Outdoorjacke von KangaROOS. Mit neonfarbenem Innenfutter. Kapuze, viele praktische Taschen und Tunnelzug in Taillenhöhe zur Weitenregulierung. Aus hochwertiger, reiner Baumwolle. Produkttyp: Parka. Passform: Figurbetont. Kragen: Kapuze. Bündchen: Kordelzug. Ärmelstil: Langarm. Stil: Casual. Optik: Uni. Verschlussart: Reißverschluss und Knopfleiste. Taschen: Außentaschen mit Knopf. Auslieferung: Liegend. Pflegehinweise: Maschinenwäsche. Material: Web. Fütterung/Innenfutter: Polyester. Gesamtlänge: 90. Materialzusammensetzung: Obermaterial: 100% Baumwolle. Futter: 100% Polyester. Wattierung: 100% Polyester.;green;http://www.corso.de/products/199429~Outdoorjacke.html;http://www.corso.de/images/generated/media/0c73bcb577da59ce6929d2dc46fb4.jpg;263,19000;38,49000;1
Для женщин;Куртки и пальто;21388;Kurzblazer;.;smaragd;http://www.corso.de/products/21388~Kurzblazer.html;http://www.corso.de/images/generated/media/93b51ba17be5e462d3e8e2972a7dd234.jpg;86,66000;13,43000;1
Для женщин;Куртки и пальто;42019;Jerseyblazer;Tolle Optik! Ärmel mit Zierknöpfen. 2 Zier-Paspel-Pattentaschen vorne. Länge ca. 58 cm. Figurbetonte Form. 95% Baumwolle, 5% Elasthan. Streifen-Futter: 100% Baumwolle. Waschbar.;bordeaux;http://www.corso.de/products/42019%7C12802K01~Jerseyblazer.html;http://www.corso.de/images/generated/media/1225292c752da8fa5163a41c703727ce.jpg;86,66000;14,55000;1
Для женщин;Куртки и пальто;222913;Weste mit Fransen;Im stylischen Veloursleder-Look mit feinem Lochmuster und Fransen. Vorn mit 3 Knöpfen zu schließen. Größenangepasste Länge (ohne Fransen) von ca. 47 bis 56 cm. Aus 100% Polyester. Futter: 100% Polyester.;schwarz;http://www.corso.de/products/222913~Weste-mit-Fransen.html;http://www.corso.de/images/generated/media/5a337feb7cc8d6a376cc6867a4e6f1a6.jpg;58,79000;10,35000;1
Для женщин;Куртки и пальто;481983;Pullunder;Produkttyp: Pullunder. Passform: Sehr figurbetont. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 50% Baumwolle, 50% Polyacryl.;rauchblau;http://www.corso.de/products/481983~xxBasic-Pullunder.html;http://www.corso.de/images/generated/media/4c55b0a64dbb82b999ee6a60bf4c91.jpg;27,99000;6,57000;1
Для женщин;Куртки и пальто;28750;Druckblazer;Extravagante Schößchen-Optik mit Falten. Paspeltaschen. Länge ca. 64 cm. Figurbetonte Form. 100% Baumwolle. Waschbar.;koralle;http://www.corso.de/products/28750~Druckblazer.html;http://www.corso.de/images/generated/media/1a7515418f5201ef54880b3b86ef776.jpg;58,66000;11,75000;1
Для женщин;Куртки и пальто;32326;Jerseyblazer;Mit Schulterklappen und Zipper-Brusttasche, aufgesetzte Pattentaschen auf Hüfthöhe. Leicht tailliert durch Gummizug im Rückteil. Länge ca. 54 cm. 100% Baumwolle. Waschbar.;bleu;http://www.corso.de/products/32326~Jerseyblazer.html;http://www.corso.de/images/generated/media/2a3ee07430a1c0cad142f8c23c9894.jpg;72,66000;13,71000;1
Для женщин;Куртки и пальто;124297;Jacke;Edler Glamour, elegant und modisch souverän! Allover besetzt. Häkchenverschluss. 3/4-Arm. Länge ca. 56 cm. Obermaterial und Futter aus 100% Polyester-Mesh. Chemische Reinigung.;taupe;http://www.corso.de/products/124297~Jacke.html;http://www.corso.de/images/generated/media/a75d828718be7846d2fbfbf32a87394f.jpg;142,66000;19,59000;1
Для женщин;Куртки и пальто;17151;Kurzblazer;Figurbetonte Form mit Teilungsnähten. Seitliche Eingrifftaschen. Länge ca. 58 cm. 64% Polyester, 32% Viskose, 4% Elasthan. Futter: 100% Polyester. Chemische Reinigung.;orange;http://www.corso.de/products/17151%7C12902K01~Kurzblazer.html;http://www.corso.de/images/generated/media/9eac6ee194a0de6b2d447e7afe6f63.jpg;142,66000;18,89000;1
Для женщин;Куртки и пальто;23463;Kurzjacke;Eyecatcher: angerüschte Knopfleiste mit goldfarbenen Druckknöpfen. Mit Reverskragen, 2 eingearbeiteten Taschen mit Druckknopf und 2 Reißverschlusstaschen. Ärmelabschluss mit je 3 Druckknöpfen. Seitlicher Gummizug und Teilungsnähte betonen die feminine Linie. L ca. 62 cm. Figurbetonte Form. Fein glänzende Ware aus100% Polyester. Waschbar.;khaki;http://www.corso.de/products/23463~Kurzjacke.html;http://www.corso.de/images/generated/media/6680cb9b0c05537cd2d9f5168c3ea5a.jpg;184,66000;29,39000;1
Для женщин;Куртки и пальто;395302;Weste Spitze;Mit Satin- und Spitzenbesatz am Revers. Verstellbarer Riegel am Rücken. Länge ca. 50 cm. Aus 64% Polyester, 33% Viskose, 3% Elasthan.;weiß;http://www.corso.de/products/395302~Weste-Spitze.html;http://www.corso.de/images/generated/media/fef3de69c649b1f8848d10725a83f.jpg;67,19000;10,07000;1
Для женщин;Куртки и пальто;43361;Kurzjacke;Mit 2 Zipper-Eingrifftaschen. Jacke aus Canvas, Ärmel aus Porc-Leder. L ca. 56 cm. Figurbetonte Form. 100% Baumwolle. Beschichtung: 100% Polyurethan. Futter: 100% Polyester.;limette;http://www.corso.de/products/43361%7C12902K01~Kurzjacke.html;http://www.corso.de/images/generated/media/201ffc3d36cdffae4baef88a955e3dcc.jpg;198,66000;28,69000;1
Для женщин;Куртки и пальто;9138;Samtblazer;Der schlicht geschnittene Klassiker macht im Office genauso eine gute Figur wie beim Event. Länge ca. 54 cm. Figurbetonte Form. 96% Baumwolle, 4% Elasthan. Futter 100% Polyester. Chemische Reinigung.;taupe;http://www.corso.de/products/9138~Samtblazer.html;http://www.corso.de/images/generated/media/e8f1f09585e8d12a33110fab270b7ee.jpg;142,66000;20,99000;1
Для женщин;Куртки и пальто;449643;Sweatblazer;Mit kariertem Ärmelumschlag. Vorn 2 Klappentaschen, JFM-Metall-Label und aufgesticktes Bärchen. Größenangepasste Länge von ca. 66 bis 74 cm. Aus 80% Baumwolle, 20% Polyester. Futter aus 100% Polyester.;marine;http://www.corso.de/products/449643~Sweatblazer.html;http://www.corso.de/images/generated/media/a1b2b88cb23e724565ac14c506511ac.jpg;86,79000;10,63000;1
Для женщин;Куртки и пальто;452302;Weste;In gepflegter Wolloptik, angenehm wärmend und dabei dauerhaft bequem durch den Stretch-Anteil. Stilsichere Kombination aus klassischem Design und hochwertigen Lederimitat-Details. Aufwendiger Tailleneinsatz mit Gürtelschlaufen rundum. Knöpfe und Besätze auf den Leistentaschen aus Lederimitat. Größenangepasste Länge von ca. 55 bis 64 cm. Pflegeleichte, knitterunempfindliche Qualität aus 64% Polyester, 33% Viskose, 3% Elasthan. Futter: 100% Polyester.;grau melange;http://www.corso.de/products/452302~Weste.html;http://www.corso.de/images/generated/media/7488a6e632f873f281a3a5d9ae5a614.jpg;81,19000;13,99000;1
Для женщин;Куртки и пальто;437177;Denimjacke;Mit Spitzenbesatz. Größenangepasste Länge von ca. 55 bis 64 cm. Elastische Qualität aus 98% Baumwolle, 2% Elasthan.;blue denim;http://www.corso.de/products/437177~Denimjacke.html;http://www.corso.de/images/generated/media/e09110c3a684708ba7fd5362c44f5887.jpg;114,79000;20,99000;1
Для женщин;Куртки и пальто;9447;Jeansweste;Mit großem floralem Jerseydessin im Rücken. Verschlusslos. Schulter mit Zierriegel. Je 2 Brust- und Fake- Pattentaschen vorn. Länge ca. 58 cm. Figurbetonte Form. 98% Baumwolle, 2% Elasthan. Waschbar.;blue denim;http://www.corso.de/products/9447%7C12902K01~Jeansweste.html;http://www.corso.de/images/generated/media/39e6107fabf1c817d33c4267e6348ce3.jpg;86,66000;15,95000;1
Для женщин;Куртки и пальто;67251;Kurzblazer;Länge ca. 46 cm. Figurbetonte Form. 60% Polyester, 35% Viskose, 5% Elasthan. Futter 100% Polyester. Chemische Reinigung.;beere;http://www.corso.de/products/67251%7C12802K01~Kurzblazer.html;http://www.corso.de/images/generated/media/61ac60328781d219f052a7f7a6303085.jpg;142,66000;18,19000;1
Для женщин;Куртки и пальто;7818;Jerseyblazer;Kontrastnähte unterstreichen die schlanke Silhouette. Mit doppelt gearbeitetem Kragen aus Spitze und Webware. Dekorative Knöpfe, zum Teil Perlmutt. Länge ca. 60 cm. Figurbetonte Form. 94% Baumwolle, 6% Elasthan. Spitze: 65% Polyester, 35% Viskose. Webware: 100% Leinen. Waschbar.;pink;http://www.corso.de/products/7818%7C12702K01~Jerseyblazer.html;http://www.corso.de/images/generated/media/e01eb36d32b47e8ae580bb3df8d69c4.jpg;114,66000;16,51000;1
Для женщин;Куртки и пальто;8413;Kurzblazer;Mit einem Häkchen zu schließen, 3/4-Arm. Hochwertige Strukturware in Waffeloptik. 2 Pattentaschen. Länge ca. 50 cm. Figurbetonte Form. 55% Polyester, 41% Viskose, 4% Elasthan. Futter: 100% Polyester. Chemische Reinigung.;blau;http://www.corso.de/products/8413%7C12902K01~Kurzblazer.html;http://www.corso.de/images/generated/media/1cc5496cb66fddb5ce71e4cfdeb347.jpg;114,66000;18,89000;1
Для женщин;Куртки и пальто;85465;Gehrock;Schlanke Optik durch spezielle Nahtführung. Aufwändige Revers-Variante. 1-Knopf-Verschluss. 2 Paspeltaschen. Verdeckter Gehschlitz hinten. Länge ca. 90 cm. Edle Ware mit leichtem Glanz: 50% Polyester, 47% Baumwolle, 3% Elasthan. Futter: 100% Polyester. Chemische Reinigung.;marine;http://www.corso.de/products/85465%7C12702K01~Gehrock.html;http://www.corso.de/images/generated/media/53c62f55513e289f751d4f15b3d873c.jpg;142,66000;20,29000;1
Для женщин;Куртки и пальто;102413;Satinblazer;Edel schimmernder Satin. Verdeckte Knopfleiste. Länge ca. 54 cm. Figurbetonte Form. 52% Baumwolle, 45% Polyester, 3% Elasthan. Futter: 100% Polyester. Chemische Reinigung.;helltaupe;http://www.corso.de/products/102413~Satinblazer.html;http://www.corso.de/images/generated/media/ad4a86596184cbba9b3d6726ee326.jpg;128,66000;15,11000;1
Для женщин;Куртки и пальто;11557;Gehrock;Schlanke Optik durch spezielle Nahtführung. Aufwändige Revers-Variante. 1-Knopf-Verschluss. 2 Paspeltaschen. Verdeckter Gehschlitz hinten. Länge ca. 90 cm. Edle Ware mit leichtem Glanz: 50% Polyester, 47% Baumwolle, 3% Elasthan. Futter: 100% Polyester. Chemische Reinigung.;taupe;http://www.corso.de/products/11557~Gehrock.html;http://www.corso.de/images/generated/media/f4ce3ed4b7609a3954b828a77979b53e.jpg;142,66000;16,51000;1
Для женщин;Куртки и пальто;393640;Weste Spitze;Mit Satin- und Spitzenbesatz am Revers. Verstellbarer Riegel am Rücken. Länge ca. 50 cm. Aus 64% Polyester, 33% Viskose, 3% Elasthan.;beige;http://www.corso.de/products/393640%7C12802K00~Weste-Spitze.html;http://www.corso.de/images/generated/media/5d998941c5c370c58c9d138cd2ca61.jpg;67,19000;9,37000;1
Для женщин;Куртки и пальто;447075;Blazer;Trendy Blazer von BUFFALO in Snake-Print-Optik. Offen zu tragen oder mit Haken und Öse zu schließen. Rundhalsausschnitt und 3/4-Ärmel. Produkttyp: Blazer. Passform: Sehr figurbetont. Kragen: Ohne. Ärmelstil: 3/4-Ärmel. Stil: Feminin. Optik: Gemustert. Verschlussart: Haken und Ösen. Taschen: Ohne. Besondere Merkmale: Sehr figurbetont und schmal geschnitten. Knopfart: Keine. Auslieferung: Liegend. Pflegehinweise: Maschinenwäsche. Material: Kunstfaser, Baumwolle. Fütterung/Innenfutter: Polyester. Gesamtlänge: 56 cm. Materialzusammensetzung: Obermaterial: 61% Polyester, 25% Baumwolle, 12% metallisierte Fasern, 2% Viskose. Futter: 100% Polyester.;gold;http://www.corso.de/products/447075~Blazer.html;http://www.corso.de/images/generated/media/b1b0a242c32c13a4f156a7692487936d.jpg;144,19000;15,39000;1
Для женщин;Куртки и пальто;94673;Einknopfblazer;Mit femininem Schößchen. Schöne Ware mit leichtem Glanz. 1-Knopf-Verschluss, Seitentaschen. Länge ca. 56 cm. Figurbetonte Form. Aus 44% Polyester, 28% Baumwolle, 27% Leinen. Futter: 100% Polyester. Chemische Reinigung.;marine;http://www.corso.de/products/94673~Einknopfblazer.html;http://www.corso.de/images/generated/media/64ff54033ce9826c05f850cd3cc066.jpg;100,66000;12,31000;1
Для женщин;Куртки и пальто;24811;Bikerjacke;Mit Schulterriegel und Zipper. 2 eingearbeitete Seitentaschen, 1 Fake-Brusttasche. Mit Rückenpasse. Länge ca. 54 cm. 75% Baumwolle, 23% Polyester, 2% Elasthan. Waschbar.;jade;http://www.corso.de/products/24811%7C12902K01~Bikerjacke.html;http://www.corso.de/images/generated/media/8773306ad59a14c2fe865ce462f3f4c.jpg;86,66000;21,69000;1
Для женщин;Куртки и пальто;5243;Jerseyblazer;Fischgrat-Dessin. Figurbetont. Mit Reißverschluss und Fake-Taschen. Länge ca. 52 cm. 80% Baumwolle, 20% Polyester. Futter: 100% Polyester. Waschbar.;weiß/schwarz;http://www.corso.de/products/5243%7C13002K01~Jerseyblazer.html;http://www.corso.de/images/generated/media/ea14d18f92396e7b4f2c725c3ea9bf4.jpg;72,66000;18,19000;1
Для женщин;Куртки и пальто;497252;Outdoorjacke;Mit praktischen Details für kühlere Tage. Abknöpfbare Kapuze, kontrastfarbene Rippbündchen am Stehkragen und Ärmelsaum. In der Taille mit Gummizug zum Regulieren der Weite. Seitliche Eingrifftaschen mit Logo-Druckknöpfen. Weiches Jerseyfutter, 100% Baumwolle, innen. Hinten längerer, abgerundeter Saum. Länge ca. 78 cm. Pflegeleichte Qualität aus 100% Polyamid.;marine;http://www.corso.de/products/497252~Outdoorjacke.html;http://www.corso.de/images/generated/media/78d2d7f0fa68674a2bde7a810ba6186.jpg;100,79000;23,09000;1
Для женщин;Куртки и пальто;497879;Jacke;Jacke, Vivance Collection. Traumhaft verspielt, mit Spitzen rundum. Markant und topmodisch mit Reißverschlüssen. Saum und seitliche Taschen elegant paspelliert. Figurbetonende, taillierte, kurze Form. Länge ca. 51 cm. 80% Baumwolle, 20% Polyamid. Futter: 100% Polyester.;oliv;http://www.corso.de/products/497879~Jacke.html;http://www.corso.de/images/generated/media/b7eeeeb6fa631ae0dd4e13ac120c7.jpg;86,79000;19,59000;1
